id,term,english,category,alphabet_index,korean_initial,definition,detailed_explanation,related_concepts,source_files,exam_note,bok_appeared,importance,difficulty,concept_image_url,concept_image_alt,known_status,last_reviewed,review_count
CS-011,API 게이트웨이,API Gateway,클라우드·분산시스템,A,A,"API 게이트웨이는 클라이언트와 여러 백엔드 서비스 사이의 단일 진입점으로 라우팅, 인증, 제한, 관측을 중앙에서 처리합니다.","의미: API 게이트웨이는 마이크로서비스의 내부 API 구조를 외부에 직접 노출하지 않고 요청 경로를 변환·집계·분산하는 경계 계층이다. 서비스 메시가 서비스 간 동서 트래픽을 주로 다루는 반면, 게이트웨이는 외부에서 내부로 들어오는 남북 트래픽 정책에 강하다. 활용: 금융 앱에서는 OAuth 검증, 요청 제한, 감사 로그, 버전 라우팅을 일관되게 적용하는 데 쓴다. 단일 장애점이 되지 않도록 이중화하고, 비즈니스 로직을 과도하게 넣어 병목이 되는 것을 피해야 한다.","[[서버리스]], [[마이크로서비스]], [[서비스 메시]], [[분산 시스템]], [[컨테이너]]",보강 개념(페이지 직접 언급 없음),"클라우드·분산시스템 문제에서는 API 게이트웨이의 정의만 쓰지 말고 관련 개념(서버리스, 마이크로서비스, 서비스 메시)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,중,중,/api/concept-images/CS-011.svg,"API 게이트웨이(클라우드·분산시스템)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: 서버리스, 마이크로서비스, 서비스 메시",,,0
CS-012,API 경제,API Economy,금융IT·신기술,A,A,API 경제는 조직의 기능과 데이터를 표준 API로 개방·연계해 외부 파트너와 새 서비스·수익모델을 만드는 디지털 생태계입니다.,"의미: API 경제는 내부 시스템 기능을 재사용 가능한 인터페이스로 제공하고, 다른 기업·개발자가 이를 조합해 서비스를 만드는 구조를 말한다. 단순한 기술 연동보다 접근권한, 과금, 품질보증, 개발자 경험까지 포함하는 비즈니스 모델이 핵심이다. 활용: 금융권에서는 오픈뱅킹, 마이데이터, 간편결제처럼 계좌조회·이체·인증 API를 통해 플랫폼 서비스를 만든다. API가 늘수록 장애 전파, 개인정보 제공 범위, 호출 제한, 버전 관리가 중요하므로 게이트웨이와 모니터링, 계약 기반 SLA를 함께 설계해야 한다.","[[메타버스]], [[RPA]], [[오픈 API]], [[양자컴퓨팅]], [[전자금융]]",보강 개념(페이지 직접 언급 없음),"금융IT·신기술 문제에서는 API 경제의 정의만 쓰지 말고 관련 개념(메타버스, RPA, 오픈 API)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,하,중,/api/concept-images/CS-012.svg,"API 경제(금융IT·신기술)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: 메타버스, RPA, 오픈 API",,,0
CS-013,ARP,ARP,네트워크,A,A,ARP는 같은 링크 안에서 IP 주소에 대응하는 MAC 주소를 찾아 이더넷 프레임을 보낼 수 있게 하는 주소 해석 프로토콜입니다.,"의미: ARP는 IPv4 네트워크에서 목적지 IP가 같은 LAN에 있을 때 그 장비의 MAC 주소를 질의·응답으로 알아내는 프로토콜입니다. IP는 네트워크 계층 주소이고 MAC은 데이터링크 계층 주소이므로, 실제 이더넷 프레임 전송 전 두 주소를 연결해야 합니다. 활용: 호스트는 ARP 캐시에 결과를 저장해 매번 브로드캐스트하지 않지만, ARP는 인증 절차가 약해 위조 응답에 취약합니다. 게이트웨이 MAC을 잘못 학습하면 통신 장애나 중간자 공격이 발생할 수 있습니다. 면접에서는 RARP와의 방향 차이, IPv6의 Neighbor Discovery와의 차이, ARP 스푸핑 대응으로 정적 ARP·스위치 보안·탐지 로그를 함께 언급하면 좋습니다.","[[이더넷]], [[MAC 주소]], [[RARP]], [[IP]], [[TCP]]",05-14-10-한국은행-2024-컴퓨터공학-학술-파트-I.md; 04-04-네트워크-프로토콜-보안.md; 05-14-한국은행-기출.md,"네트워크 문제에서는 ARP의 정의만 쓰지 말고 관련 개념(이더넷, MAC 주소, RARP)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",O,상,중,/api/concept-images/CS-013.svg,"ARP(네트워크)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: 이더넷, MAC 주소, RARP",,,0
CS-014,ARP 스푸핑,ARP Spoofing,보안,A,A,ARP 스푸핑은 위조 ARP 응답으로 IP-MAC 매핑을 속여 트래픽을 공격자에게 우회시키는 LAN 내부 중간자 공격입니다.,"의미: ARP 스푸핑은 공격자가 게이트웨이나 특정 호스트의 MAC 주소인 것처럼 거짓 ARP 응답을 보내 피해자의 ARP 캐시를 오염시키는 공격입니다. ARP가 응답의 진위를 검증하지 않는다는 경계조건을 이용하며, 같은 브로드캐스트 도메인 내부에서 특히 현실적입니다. 활용: 성공하면 패킷 도청, 세션 탈취, DNS 변조, 트래픽 차단 같은 중간자 공격으로 이어집니다. HTTPS처럼 종단 암호화가 있으면 내용 위조가 제한되지만 인증서 경고 무시나 평문 프로토콜은 위험합니다. 금융권 내부망에서는 DHCP Snooping, Dynamic ARP Inspection, 정적 ARP, NAC, 스위치 포트 보안과 이상 ARP 로그 모니터링을 대응 포인트로 설명할 수 있습니다.","[[SYN Flood]], [[스머프 공격]], [[DNS 스푸핑]], [[중간자 공격]], [[인증]]",05-14-10-한국은행-2024-컴퓨터공학-학술-파트-I.md; 04-04-네트워크-프로토콜-보안.md,"보안 문제에서는 ARP 스푸핑의 정의만 쓰지 말고 관련 개념(SYN Flood, 스머프 공격, DNS 스푸핑)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",O,중,상,/api/concept-images/CS-014.svg,"ARP 스푸핑(보안)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: SYN Flood, 스머프 공격, DNS 스푸핑",,,0
CS-015,배열,Array,자료구조·알고리즘,A,ㅂ,"배열은 같은 타입의 값을 연속 메모리에 배치해 인덱스 접근을 빠르게 만드는 선형 구조로, 크기 변경과 중간 삽입·삭제 비용이 핵심 구분점입니다.","의미: 배열은 논리적 순서와 물리적 주소가 거의 일치하는 자료구조라서 i번째 원소 주소를 기준 주소와 원소 크기로 계산할 수 있습니다. 그래서 임의 접근은 O(1)이지만, 중간에 값을 넣거나 빼면 뒤 원소를 밀어야 해 O(n)이 됩니다. 활용: 조회가 잦고 크기 변화가 작을 때 캐시 지역성까지 좋아 실무에서 기본 선택지가 됩니다. 반대로 대기열처럼 앞쪽 삭제가 많으면 큐나 연결 리스트를 검토하고, 면접에서는 연결 리스트와 접근·수정 비용을 비교해 설명하는 것이 좋습니다.","[[자료구조]], [[연결 리스트]], [[단일 연결 리스트]], [[시간 복잡도]], [[공간 복잡도]]",05-14-06-한국은행-2022-컴퓨터공학-학술-파트-I.md; 05-09-운영체제-기출-모음.md; 05-08-산업은행-기출.md,"자료구조·알고리즘 문제에서는 배열의 정의만 쓰지 말고 관련 개념(자료구조, 연결 리스트, 단일 연결 리스트)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",O,상,하,/api/concept-images/CS-015.svg,"배열(자료구조·알고리즘)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: 자료구조, 연결 리스트, 단일 연결 리스트",,,0
CS-016,비대칭키 암호화,Asymmetric Encryption,보안,A,ㅂ,비대칭키 암호화는 공개키와 개인키를 분리해 키 배포 문제를 줄이고 암호화·전자서명·키 교환을 가능하게 하는 방식입니다.,"의미: 비대칭키 암호화는 공개해도 되는 공개키와 소유자만 보관하는 개인키를 짝으로 사용합니다. 공개키로 암호화한 데이터는 개인키로 복호화하고, 개인키로 만든 서명은 공개키로 검증할 수 있어 기밀성뿐 아니라 인증과 부인 방지에도 쓰입니다. 활용: RSA, ECC, Diffie-Hellman, PKI, TLS 인증서가 대표 사례입니다. 대칭키보다 연산 비용이 커서 대용량 본문 암호화에는 잘 쓰지 않고, 세션키 교환이나 서명 검증에 사용한 뒤 AES 같은 대칭키로 전송 데이터를 처리합니다. 면접에서는 공개키 암호가 ‘항상 더 안전’한 것이 아니라 키 길이, 알고리즘, 인증서 신뢰 체인, 개인키 보호가 함께 필요하다는 점을 강조해야 합니다.","[[공개키 기반구조]], [[대칭키 암호화]], [[AES]], [[RSA]], [[인증]]",보강 개념(페이지 직접 언급 없음),"보안 문제에서는 비대칭키 암호화의 정의만 쓰지 말고 관련 개념(공개키 기반구조, 대칭키 암호화, AES)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,하,중,/api/concept-images/CS-016.svg,"비대칭키 암호화(보안)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: 공개키 기반구조, 대칭키 암호화, AES",,,0
CS-017,어텐션,Attention,인공지능·데이터,A,ㅇ,어텐션은 현재 출력에 필요한 입력 위치나 특성에 동적으로 가중치를 주어 긴 문맥에서도 중요한 정보를 선택하게 하는 메커니즘입니다.,"의미: 어텐션은 쿼리와 키의 유사도로 각 값의 중요도를 계산해 가중합을 만드는 방식으로, 순차 정보를 고정 길이 벡터에 모두 압축하던 RNN 계열의 한계를 줄인다. 셀프 어텐션은 같은 문장 안 단어들 사이의 관계를 직접 계산해 Transformer의 핵심이 된다. 활용: 자연어 처리, 검색, 추천에서 문맥상 중요한 토큰을 강조하지만, 길이가 길수록 계산량이 커지고 위치 정보는 별도 인코딩이 필요하다. 면접에서는 LSTM의 순차 처리와 Transformer의 병렬 처리 차이를 함께 설명하면 좋다.","[[LSTM]], [[Transformer]], [[임베딩]], [[자연어 처리]], [[머신러닝]]",보강 개념(페이지 직접 언급 없음),"인공지능·데이터 문제에서는 어텐션의 정의만 쓰지 말고 관련 개념(LSTM, Transformer, 임베딩)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,하,상,/api/concept-images/CS-017.svg,"어텐션(인공지능·데이터)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: LSTM, Transformer, 임베딩",,,0
CS-018,속성,Attribute,데이터베이스,A,ㅅ,"속성은 릴레이션의 열로, 개체의 한 가지 성질을 도메인과 제약으로 표현해 튜플 값의 의미와 허용 범위를 정하는 기본 단위입니다.","의미: 속성은 관계형 모델에서 릴레이션을 구성하는 열이며 이름, 데이터 타입, 도메인, NULL 허용 여부 같은 제약을 통해 값의 의미를 정한다. 튜플이 한 행의 사실을 나타낸다면 속성은 그 사실을 어떤 관점으로 기록할지 나누는 기준이다. 활용: 속성 설계가 모호하면 중복 저장, 이상 현상, 잘못된 조인이 생긴다. 금융 계좌번호와 표시용 계좌명처럼 식별자와 설명 속성을 구분하고, 금액·일자·상태 값에는 도메인과 체크 제약을 분명히 두는 것이 면접과 실무 모두에서 중요하다.","[[릴레이션]], [[튜플]], [[도메인]], [[차수]], [[SQL]]",05-14-06-한국은행-2022-컴퓨터공학-학술-파트-I.md; 05-08-산업은행-기출.md; 07-01-01-릴레이션-튜플-속성.md,"데이터베이스 문제에서는 속성의 정의만 쓰지 말고 관련 개념(릴레이션, 튜플, 도메인)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",O,중,중,/api/concept-images/CS-018.svg,"속성(데이터베이스)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: 릴레이션, 튜플, 도메인",,,0
CS-019,인증,Authentication,보안,A,ㅇ,인증은 사용자·시스템이 주장한 신원이 실제로 맞는지 확인해 이후 인가와 감사의 출발점을 만드는 보안 절차입니다.,"의미: 인증은 ID, 비밀번호, 인증서, OTP, 생체 정보, 토큰 등으로 주체의 신원을 검증하는 과정입니다. 인가가 권한 판단이라면 인증은 그 판단을 적용할 대상이 누구인지 확정하는 단계이며, 인증 실패를 권한 부족과 혼동하면 설계와 장애 분석이 어긋납니다. 활용: 금융 서비스에서는 MFA, 인증서, 세션 관리, 로그인 이상 징후 탐지가 함께 쓰입니다. 비밀번호만 의존하면 피싱·재사용·무차별 대입에 취약하므로 해시와 솔트, 키 스트레칭, 계정 잠금 정책이 필요합니다. 면접에서는 인증 후에도 최소 권한 인가와 로그 감사가 따라야 하며, 인증 토큰 탈취 시 세션 하이재킹 위험이 남는다는 점까지 연결하면 좋습니다.","[[무결성]], [[가용성]], [[인가]], [[접근통제]], [[암호화]]",05-05-SGI서울보증-기출.md; 10-03-01-XSS-SQL-Injection.md; 05-01-우리은행-기출.md,"보안 문제에서는 인증의 정의만 쓰지 말고 관련 개념(무결성, 가용성, 인가)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,상,하,/api/concept-images/CS-019.svg,"인증(보안)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: 무결성, 가용성, 인가",,,0
CS-020,인가,Authorization,보안,A,ㅇ,인가는 인증된 주체가 특정 자원에 어떤 작업을 수행할 수 있는지 정책과 역할에 따라 결정하는 권한 부여 과정입니다.,"의미: 인가는 인증으로 확인된 주체에게 읽기, 쓰기, 승인, 삭제, 실행 같은 행위 권한이 있는지 판단하는 과정입니다. 인증이 선행되지만 인증 성공이 곧 모든 접근 허용을 의미하지 않으며, 접근통제 모델은 인가 판단을 실제 시스템에 반영하는 방식입니다. 활용: RBAC은 직무·역할 기준, DAC는 소유자 재량, MAC은 중앙 보안등급 기준으로 권한을 부여합니다. 금융권에서는 창구 직원, 심사자, 관리자처럼 역할을 나누고 결재·승인 권한을 분리해 내부자 위험을 줄입니다. 실무 주의점은 URL 직접 호출, 객체 ID 변경, API 권한 누락처럼 UI에서 숨겼지만 서버 인가가 빠진 취약점을 반드시 막아야 한다는 것입니다.","[[가용성]], [[인증]], [[접근통제]], [[DAC]], [[암호화]]",05-08-산업은행-기출.md; 07-02-00-정규화.md; 05-05-SGI서울보증-기출.md,"보안 문제에서는 인가의 정의만 쓰지 말고 관련 개념(가용성, 인증, 접근통제)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,상,하,/api/concept-images/CS-020.svg,"인가(보안)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: 가용성, 인증, 접근통제",,,0
CS-021,가용성,Availability,보안,A,ㄱ,가용성은 장애·공격·운영 실수에도 승인된 사용자가 필요한 서비스를 정해진 수준으로 계속 이용할 수 있는 보안 속성입니다.,"의미: 가용성은 정보보호의 CIA 중 하나로, 시스템과 데이터가 필요한 시점에 정상적으로 접근 가능해야 한다는 성질입니다. 기밀성과 무결성이 데이터 보호에 초점을 둔다면, 가용성은 서비스 지속성과 복구 가능성을 강조합니다. 활용: DDoS 방어, 이중화, 백업, 재해복구, 용량 계획, 모니터링, 장애 훈련이 핵심 수단입니다. 금융권에서는 몇 분의 중단도 거래 실패와 민원으로 이어지므로 RTO·RPO, 단일 장애점 제거, 변경 작업 통제가 중요합니다. 단순히 서버가 켜져 있는지가 아니라 인증, 네트워크, DB, 외부 연계까지 사용자가 업무를 완료할 수 있는지를 기준으로 봐야 합니다.","[[기밀성]], [[무결성]], [[인증]], [[인가]], [[암호화]]",04-02-프로그래밍-SQL-분산-클라우드.md; 19-1-코스콤-자소서.md; 05-01-우리은행-기출.md,"보안 문제에서는 가용성의 정의만 쓰지 말고 관련 개념(기밀성, 무결성, 인증)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,상,중,/api/concept-images/CS-021.svg,"가용성(보안)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: 기밀성, 무결성, 인증",,,0
CS-022,AVL 트리,AVL Tree,자료구조·알고리즘,A,A,AVL 트리는 삽입·삭제 후 높이 균형 계수를 -1~1로 유지해 탐색 성능을 엄격히 보장하는 자가 균형 이진 탐색 트리입니다.,"의미: AVL 트리는 각 노드의 왼쪽·오른쪽 서브트리 높이 차이를 검사하고, 불균형이 생기면 LL, RR, LR, RL 회전으로 이진 탐색 트리의 순서를 보존한 채 높이를 낮춥니다. 탐색·삽입·삭제는 모두 O(log n)이지만 회전과 높이 갱신 비용이 있습니다. 활용: 읽기 비중이 높고 최악 탐색 시간을 엄격히 제한해야 할 때 유리합니다. 레드블랙 트리보다 균형이 더 빡빡해 조회는 빠른 편이나 갱신은 부담될 수 있어, 인덱스 구조나 면접에서는 두 트리의 균형 조건과 회전 빈도를 비교합니다.","[[이진 트리]], [[이진 탐색 트리]], [[레드블랙 트리]], [[B-트리]], [[시간 복잡도]]",보강 개념(페이지 직접 언급 없음),"자료구조·알고리즘 문제에서는 AVL 트리의 정의만 쓰지 말고 관련 개념(이진 트리, 이진 탐색 트리, 레드블랙 트리)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,중,상,/api/concept-images/CS-022.svg,"AVL 트리(자료구조·알고리즘)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: 이진 트리, 이진 탐색 트리, 레드블랙 트리",,,0
CS-023,오픈 API,Open API,금융IT·신기술,A,ㅇ,오픈 API는 외부 개발자가 정해진 인증·호출 규칙으로 기관의 데이터나 기능을 사용할 수 있게 공개한 표준화된 인터페이스입니다.,"의미: 오픈 API는 서비스 내부 기능을 외부에서 호출할 수 있도록 문서화된 엔드포인트, 인증 방식, 요청·응답 형식으로 공개한 인터페이스다. 공개 범위가 넓다는 뜻이지 무제한 접근은 아니며, 권한과 사용 조건이 필수다. 활용: 공공데이터, 은행 계좌조회, 카드 승인 내역 제공처럼 외부 서비스와 빠르게 연계할 때 사용한다. 금융 API는 OAuth, 전자서명, 전송구간 암호화, 호출 한도, 감사로그가 중요하며, 버전 변경 시 기존 이용기관의 서비스 중단을 막기 위해 하위 호환성과 폐기 정책을 관리해야 한다.","[[RPA]], [[API 경제]], [[양자컴퓨팅]], [[양자내성암호]], [[전자금융]]",보강 개념(페이지 직접 언급 없음),"금융IT·신기술 문제에서는 오픈 API의 정의만 쓰지 말고 관련 개념(RPA, API 경제, 양자컴퓨팅)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,하,중,/api/concept-images/CS-023.svg,"오픈 API(금융IT·신기술)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: RPA, API 경제, 양자컴퓨팅",,,0
CS-024,B+트리,B+ Tree,데이터베이스,B,B,"B+트리는 내부 노드에는 탐색 키를, 리프 노드에는 실제 항목과 연결 포인터를 두어 범위 검색과 순차 접근에 강한 인덱스 구조입니다.","의미: B+트리는 모든 실제 데이터 포인터를 리프 노드에 모으고 내부 노드는 탐색 경로 역할에 집중하는 균형 다진 트리다. 리프 노드가 정렬된 순서로 연결되어 있어 단건 조회뿐 아니라 BETWEEN, ORDER BY, 범위 스캔에 유리하다. 활용: 대부분의 관계형 DBMS 인덱스에서 기본 구조로 쓰이며 금융 거래일자, 계좌번호처럼 정렬 조회가 많은 컬럼에 효과적이다. 해시 인덱스보다 동등 검색만 빠르지는 않을 수 있지만 범위 조건과 정렬 활용성이 크고, 삽입·삭제 시 분할과 병합 비용을 고려해야 한다.","[[인덱스]], [[B-트리]], [[해시 인덱스]], [[클러스터드 인덱스]], [[SQL]]",05-08-산업은행-기출.md,"데이터베이스 문제에서는 B+트리의 정의만 쓰지 말고 관련 개념(인덱스, B-트리, 해시 인덱스)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,중,중,/api/concept-images/CS-024.svg,"B+트리(데이터베이스)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: 인덱스, B-트리, 해시 인덱스",,,0
CS-025,B-트리,B- Tree,데이터베이스,B,B,B-트리는 한 노드에 여러 키와 자식 포인터를 저장해 높이를 낮추고 디스크 접근 횟수를 줄이는 균형 탐색 트리 인덱스 구조입니다.,"의미: B-트리는 노드마다 여러 키를 저장하는 균형 다진 탐색 트리로, 루트에서 리프까지의 높이를 낮춰 블록 단위 저장장치 접근을 줄인다. 각 노드는 정렬된 키와 자식 포인터를 가지며 삽입·삭제 때 균형을 유지하기 위해 분할이나 병합이 일어난다. 활용: 인덱스의 원리를 설명할 때 B+트리와 비교해 자주 출제된다. B-트리는 내부 노드에도 실제 레코드 포인터를 둘 수 있지만, DBMS에서는 범위 스캔과 리프 연결에 유리한 B+트리가 더 흔하다. 인덱스가 많을수록 조회는 빨라져도 갱신 비용은 증가한다.","[[체크포인트]], [[인덱스]], [[B+트리]], [[해시 인덱스]], [[SQL]]",보강 개념(페이지 직접 언급 없음),"데이터베이스 문제에서는 B-트리의 정의만 쓰지 말고 관련 개념(체크포인트, 인덱스, B+트리)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,중,중,/api/concept-images/CS-025.svg,"B-트리(데이터베이스)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: 체크포인트, 인덱스, B+트리",,,0
CS-026,역전파,Backpropagation,인공지능·데이터,B,ㅇ,역전파는 손실 함수의 오차를 출력층에서 입력층 방향으로 미분해 각 가중치가 성능에 미친 영향을 계산하는 학습 절차입니다.,"의미: 역전파는 연쇄 법칙을 이용해 신경망의 모든 파라미터에 대한 손실의 기울기를 효율적으로 구한다. 이 기울기를 경사하강법 같은 최적화 알고리즘이 사용해 가중치를 갱신하므로, 손실 함수와 학습률 설정에 직접 영향을 받는다. 활용: 딥러닝 학습의 기본이지만 활성화 함수 포화, 기울기 소실·폭주, 부적절한 초기화가 있으면 학습이 멈추거나 불안정해진다. 실무에서는 배치 정규화, 잔차 연결, 그래디언트 클리핑으로 안정성을 확보하고 검증 데이터로 과적합을 확인한다.","[[학습률]], [[손실 함수]], [[특성 공학]], [[데이터 전처리]], [[머신러닝]]",04-01-빅데이터-블록체인-머신러닝.md; 05-14-24-한국은행-2025-컴퓨터공학-학술-14-머신러닝.md,"인공지능·데이터 문제에서는 역전파의 정의만 쓰지 말고 관련 개념(학습률, 손실 함수, 특성 공학)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",O,중,상,/api/concept-images/CS-026.svg,"역전파(인공지능·데이터)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: 학습률, 손실 함수, 특성 공학",,,0
CS-027,BASE,BASE,클라우드·분산시스템,B,B,BASE는 분산 저장소가 강한 즉시 일관성보다 기본 가용성과 최종 일관성을 택해 장애와 지연을 견디는 설계 원칙입니다.,"의미: BASE는 Basically Available, Soft state, Eventually consistent의 약자로, 네트워크 분할 상황에서 모든 노드가 항상 같은 값을 즉시 보장하기보다 서비스 응답성을 우선한다. ACID가 트랜잭션의 원자성과 일관성을 강조한다면 BASE는 복제 지연과 임시 불일치를 허용한다. 활용: 대규모 조회, 알림, 로그, 캐시처럼 잠깐의 불일치가 허용되는 영역에 적합하다. 금융 원장처럼 강한 정합성이 필요한 핵심 거래에는 단독 적용이 위험하며, 보상 처리와 재조정 절차를 함께 설계해야 한다.","[[가용성]], [[분할 허용성]], [[최종 일관성]], [[복제]], [[분산 시스템]]",07-01-02-키와-무결성.md; 05-08-산업은행-기출.md; 07-01-01-릴레이션-튜플-속성.md,"클라우드·분산시스템 문제에서는 BASE의 정의만 쓰지 말고 관련 개념(가용성, 분할 허용성, 최종 일관성)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,중,상,/api/concept-images/CS-027.svg,"BASE(클라우드·분산시스템)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: 가용성, 분할 허용성, 최종 일관성",,,0
CS-028,BCNF,BCNF,데이터베이스,B,B,BCNF는 모든 결정자가 후보키가 되도록 요구해 제3정규형보다 강하게 함수 종속 기반 중복과 갱신 이상을 줄이는 정규형입니다.,"의미: BCNF는 릴레이션의 모든 비자명 함수 종속 X→Y에서 결정자 X가 슈퍼키여야 한다는 정규형이다. 제3정규형은 일부 예외를 허용하지만 BCNF는 후보키가 아닌 속성이 다른 속성을 결정하는 구조를 더 엄격히 제거한다. 활용: 수강 신청, 담당 지점, 상품 코드처럼 복합 후보키와 업무 규칙이 얽힌 테이블에서 중복과 갱신 이상을 줄이는 데 유용하다. 다만 BCNF 분해는 무손실이어도 종속성 보존을 깨뜨릴 수 있어, 실무에서는 제약 검증 비용과 조회 조인 비용을 함께 비교해야 한다.","[[제2정규형]], [[제3정규형]], [[함수 종속]], [[완전 함수 종속]], [[SQL]]",07-02-00-정규화.md; 07-02-02-이상현상과-함수종속.md; 04-05-자료구조-알고리즘-DB-금융IT.md,"데이터베이스 문제에서는 BCNF의 정의만 쓰지 말고 관련 개념(제2정규형, 제3정규형, 함수 종속)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,중,상,/api/concept-images/CS-028.svg,"BCNF(데이터베이스)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: 제2정규형, 제3정규형, 함수 종속",,,0
CS-029,BFS,BFS,자료구조·알고리즘,B,B,BFS는 큐로 탐색 대상을 층별 확장해 시작점에서 간선 수가 가장 적은 경로를 먼저 찾는 그래프 탐색 전략입니다.,"의미: BFS는 시작 정점을 큐에 넣고 방문한 정점의 인접 정점을 차례로 큐 뒤에 추가해 거리 0, 1, 2 순서로 탐색합니다. 무가중치 그래프에서는 처음 도달한 순간의 거리가 최단 거리이며, 방문 배열이 없으면 사이클에서 무한 반복될 수 있습니다. 활용: 최단 단계 수, 레벨 탐색, 네트워크 전파, 미로 문제에 적합합니다. DFS와 달리 깊이보다 폭을 먼저 보므로 메모리를 더 쓸 수 있고, 가중치가 있으면 다익스트라나 벨만-포드를 써야 한다는 경계조건을 함께 말하면 좋습니다.","[[인접 리스트]], [[DFS]], [[위상 정렬]], [[최단 경로]], [[시간 복잡도]]",05-08-산업은행-기출.md; 02-01-기본-전제와-일정.md; 05-13-알고리즘-기출-모음.md,"자료구조·알고리즘 문제에서는 BFS의 정의만 쓰지 말고 관련 개념(인접 리스트, DFS, 위상 정렬)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,상,중,/api/concept-images/CS-029.svg,"BFS(자료구조·알고리즘)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: 인접 리스트, DFS, 위상 정렬",,,0
CS-030,BGP,BGP,네트워크,B,B,BGP는 서로 다른 자율 시스템 간 경로 정보를 교환해 인터넷 규모의 라우팅 정책과 도달성을 결정하는 외부 게이트웨이 프로토콜입니다.,"의미: BGP는 AS 간에 IP 프리픽스와 경로 속성을 교환하는 경로 벡터 프로토콜입니다. OSPF나 RIP가 조직 내부 라우팅에 주로 쓰이는 IGP라면, BGP는 통신사·클라우드·대형 기관 사이의 정책 기반 인터넷 라우팅을 담당합니다. 활용: 경로 선택에는 AS_PATH, LOCAL_PREF, MED 같은 속성과 사업자 정책이 반영됩니다. 잘못된 프리픽스 광고나 경로 하이재킹은 대규모 접속 장애와 트래픽 우회로 이어질 수 있어 RPKI, prefix filter, 모니터링이 중요합니다. 면접에서는 최단 경로만 고르는 프로토콜이 아니라 사업적·운영상 정책을 반영한다는 점, 수렴 시간이 상대적으로 길 수 있다는 점을 OSPF와 비교하면 좋습니다.","[[RIP]], [[OSPF]], [[NAT]], [[ICMP]], [[TCP]]",08-04-라우팅과-서브넷.md,"네트워크 문제에서는 BGP의 정의만 쓰지 말고 관련 개념(RIP, OSPF, NAT)과 비교·차이를 함께 쓰면 가점을 받기 쉽습니다.",,중,상,/api/concept-images/CS-030.svg,"BGP(네트워크)의 핵심 정의와 관련 개념을 요약한 CSV 링크 기반 동적 개념 이미지; 관련 개념: RIP, OSPF, NAT",,,0
